"TE06102-23","7","Informática","1","30","1494","6","9.50","9.50",,"9.50","AM","2009-10-15","Técnico em Eletrônica","157/2006-CEE","4","007.0608.01"
"TE06102-30","7","Informática","1","30","1311","6","8.00","8.00",,"8.00","AM","2010-09-30","Técnico em Eletrônica","157/2006-CEE","4","007.0608.01"
"TT06102-17","7","Informática","1","30","1325","6","8.50","8.00",,"8.25","AM","2008-07-05","Técnico em Telecomunicações","191/2005-CEE","4","007.0608.01"
"TE06102-13","7","Informática","1","30","1424","6","8.50","8.50",,"8.50","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0608.01"
"TM06201-01","4","Laboratório de Eletrônica Analógica","1","30","2398","7","10.00","10.00",,"10.00","AM","2010-06-12","Técnico em Mecatrônica","215/2008-CEE","5","004.0605.01"
"TE06201-01","7","Informática","1","30","2234","0","8.25","7.75",,"8.00","AM","2007-11-23","Técnico em Eletrônica","157/2006-CEE","4","007.0605.01"
"TT06201-01","7","Informática","1","30","2179","6","10.00","10.00",,"10.00","AB","0000-00-00","Técnico em Telecomunicações","191/2005-CEE","4","007.0605.01"
"TE06201-03","7","Informática","1","30","2256","18","8.00","0.00",,"4.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0605.01"
"TE06201-04","7","Informática","1","30","2267","6","7.00","7.00",,"7.00","AM","2009-12-15","Técnico em Eletrônica","157/2006-CEE","4","007.0605.01"
"TE06201-07","7","Informática","1","30","2300","6","9.25","8.50",,"8.88","AM","2010-11-24","Técnico em Eletrônica","157/2006-CEE","4","007.0605.01"
"TE06201-08","7","Informática","1","30","2311","6","7.00","7.00",,"7.00","AM","2011-10-17","Técnico em Eletrônica","157/2006-CEE","4","007.0605.01"
"TE06201-24","7","Informática","1","30","2201","3","6.50","8.50",,"7.50","AM","2010-07-26","Técnico em Eletrônica","157/2006-CEE","4","007.0605.01"
"TE06201-12","7","Informática","1","30","2355","6","7.00","7.00",,"7.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0605.01"
"TE06201-14","7","Informática","1","30","2377","6","6.75","7.25",,"7.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0605.01"
"TE06201-15","7","Informática","1","30","2388","7","8.50","8.50",,"8.50","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0605.01"
"TE05101-04","7","Informática","1","48","4332","0","7.00","7.00",,"7.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0503.01"
"TE05101-01","7","Informática","1","48","4254","0","8.25","10.00",,"9.13","AM","2006-10-20","Técnico em Eletrônica","157/2006-CEE","4","007.0503.01"
"TE05101-05","7","Informática","1","48","4358","0","6.75","9.00",,"7.88","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0503.01"
"TE05101-07","7","Informática","1","48","4410","0","8.25","9.75",,"9.00","AM","2006-10-20","Técnico em Eletrônica","157/2006-CEE","4","007.0503.01"
"TE05101-08","7","Informática","1","48","4436","0","10.00","10.00",,"10.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0503.01"
"TE05101-09","7","Informática","1","48","4462","0","9.25","10.00",,"9.63","AM","2006-10-20","Técnico em Eletrônica","157/2006-CEE","4","007.0503.01"
"TE05101-12","7","Informática","1","48","4514","0","9.75","10.00",,"9.88","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0503.01"
"TE05101-15","7","Informática","1","48","4592","0","9.50","9.50",,"9.50","AM","2006-10-20","Técnico em Eletrônica","157/2006-CEE","4","007.0503.01"
"TE05101-16","7","Informática","1","48","4618","0","9.00","9.00",,"9.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0503.01"
"TE05101-18","7","Informática","1","48","4670","0","9.75","9.75",,"9.75","AM","2006-10-20","Técnico em Eletrônica","157/2006-CEE","4","007.0503.01"
"TE05101-17","7","Informática","1","48","4644","0","10.00","10.00",,"10.00","AM","2009-10-15","Técnico em Eletrônica","157/2006-CEE","4","007.0503.01"
"TE05101-20","7","Informática","1","48","4722","0","9.00","9.00",,"9.00","AM","2006-10-20","Técnico em Eletrônica","157/2006-CEE","4","007.0503.01"
"TE05101-25","7","Informática","1","48","4852","0","10.00","10.00",,"10.00","AM","2007-07-12","Técnico em Eletrônica","157/2006-CEE","4","007.0503.01"
"TE04101-01","7","Informática","1","48","3728","0","9.00","10.00",,"9.50","AM","2006-05-26","Técnico em Eletrônica","157/2006-CEE","4","007.0411.01"
"TE04101-02","7","Informática","1","48","3754","0","8.50","7.50",,"8.00","AM","2007-10-06","Técnico em Eletrônica","157/2006-CEE","4","007.0411.01"
"TE04101-04","7","Informática","1","48","3806","6","10.00","10.00",,"10.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0411.01"
"TE04101-09","7","Informática","1","48","3947","6","8.00","8.00",,"8.00","AM","2008-01-02","Técnico em Eletrônica","157/2006-CEE","4","007.0411.01"
"TE04101-11","7","Informática","1","48","3999","6","7.00","7.00",,"7.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0411.01"
"TE04101-13","7","Informática","1","48","4051","0","5.00","9.00",,"7.00","AM","2006-05-26","Técnico em Eletrônica","157/2006-CEE","4","007.0411.01"
"TE04101-15","7","Informática","1","48","4103","0","5.00","9.00",,"7.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0411.01"
"TE04101-17","7","Informática","1","48","4155","6","7.00","7.00",,"7.00","AM","2006-05-26","Técnico em Eletrônica","157/2006-CEE","4","007.0411.01"
"TE04101-18","7","Informática","1","48","4181","0","7.00","7.00","7.00","7.00","AM","2006-05-26","Técnico em Eletrônica","157/2006-CEE","4","007.0411.01"
"TE04101-19","7","Informática","1","48","4207","0","6.00","8.00",,"7.00","AM","2007-10-06","Técnico em Eletrônica","157/2006-CEE","4","007.0411.01"
"TT05101-01","7","Informática","1","48","1669","3","8.25","8.00",,"8.13","AM","2008-02-14","Técnico em Telecomunicações","191/2005-CEE","4","007.0508.01"
"TE08102-62","7","Informática","1","48","1690","7","7.00","7.00",,"7.00","AM","2011-02-12","Técnico em Eletrônica","157/2006-CEE","4","007.0508.01"
"TT05101-03","7","Informática","1","48","1709","7","7.25","8.00",,"7.63","AM","2009-02-27","Técnico em Telecomunicações","191/2005-CEE","4","007.0508.01"
"TT05101-04","7","Informática","1","48","1728","6","9.25","9.25",,"9.25","AM","2007-03-23","Técnico em Telecomunicações","191/2005-CEE","4","007.0508.01"
"TT05101-05","7","Informática","1","48","1747","7","9.50","9.50",,"9.50","AM","2007-03-23","Técnico em Telecomunicações","191/2005-CEE","4","007.0508.01"
"TT05101-06","7","Informática","1","48","1766","7","9.50","4.50",,"7.00","AM","2007-03-23","Técnico em Telecomunicações","191/2005-CEE","4","007.0508.01"
"TT05101-08","7","Informática","1","48","1804","9","7.25","0.00","0.00","1.81","AB","0000-00-00","Técnico em Telecomunicações","191/2005-CEE","4","007.0508.01"
"TT05101-09","7","Informática","1","48","1823","6","8.75","9.25",,"9.00","AM","2008-07-23","Técnico em Telecomunicações","191/2005-CEE","4","007.0508.01"
"TT05101-11","7","Informática","1","48","1861","6","8.25","8.25",,"8.25","AM","2007-03-23","Técnico em Telecomunicações","191/2005-CEE","4","007.0508.01"
"TE10102-51","7","Informática","1","48","1880","6","8.50","8.50",,"8.50","AM","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0508.01"
"TT06102-06","7","Informática","1","30","1248","15","0.00","4.50",,"2.25","AB","0000-00-00","Técnico em Telecomunicações","191/2005-CEE","4","007.0608.01"
"TE05101-01","23","Desenho Técnico","3","40","4237","5","7.00","7.00",,"7.00","AM","2006-10-20","Técnico em Eletrônica","157/2006-CEE","4","023.0605.02"
"AR06101-05","32","Arquitetura de Computadores","0","32","5617","0",,,,,"RC","0000-00-00","Arquiteturas de Redes de Computadores",,"1","032.0707.01"
"AR06101-04","32","Arquitetura de Computadores","0","32","5619","0",,,,,"RC","0000-00-00","Arquiteturas de Redes de Computadores",,"1","032.0707.01"
"AR06101-06","32","Arquitetura de Computadores","0","32","5621","0",,,,,"RC","0000-00-00","Arquiteturas de Redes de Computadores",,"1","032.0707.01"
"AR06101-01","32","Arquitetura de Computadores","0","32","5623","0",,,,,"RC","0000-00-00","Arquiteturas de Redes de Computadores",,"1","032.0707.01"
"TE06201-12","4","Laboratório de Eletrônica Analógica","1","30","2354","18","0.00","0.00",,,"AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","004.0605.01"
"TE06101-01","3","Matemática Aplicada","1","40","567","36","0.00","0.00",,"0.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-01","6","Matemática Básica","1","40","568","0","0.00","0.00",,"0.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TE06102-10","23","Desenho Técnico","3","40","2999","0","10.00","8.00",,"9.00","AM","2011-12-27","Técnico em Eletrônica","157/2006-CEE","4","023.0608.01"
"TE06201-02","1","Eletrônica Analógica","1","60","2246","18","2.75","0.00",,"1.38","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","001.0605.01"
"TE06101-03","3","Matemática Aplicada","1","40","581","21","1.00","0.00",,"0.50","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-03","6","Matemática Básica","1","40","582","0","2.00","2.00",,"2.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TE06101-05","3","Matemática Aplicada","1","40","595","10","7.00","7.60",,"7.30","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-05","6","Matemática Básica","1","40","596","0","5.50","5.00","7.00","6.13","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TM06201-01","11","Laboratório de Eletrônica Digital","2","30","2406","6","10.00","10.00",,"10.00","AM","2010-06-12","Técnico em Mecatrônica","215/2008-CEE","5","011.0608.01"
"TM06201-01","23","Desenho Técnico","2","40","2405","10","2.50","10.00","9.50","7.88","AP","2010-06-12","Técnico em Mecatrônica","215/2008-CEE","5","023.0605.01"
"TE06201-11","2","Eletricidade","1","40","2348","10","6.50","8.50",,"7.50","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","002.0603.01"
"TE06201-08","3","Matemática Aplicada","1","40","2314","0","7.00","7.00",,"7.00","AM","2011-10-17","Técnico em Eletrônica","157/2006-CEE","4","003.0603.01"
"TM06201-01","24","Inglês Técnico","3","40","2404","0","7.00","10.00",,"8.50","AM","2010-06-12","Técnico em Mecatrônica","215/2008-CEE","5","024.0608.01"
"TT06102-02","6","Matemática Básica","1","40","3188","0","0.00","0.00",,"0.00","AB","0000-00-00","Técnico em Telecomunicações","191/2005-CEE","4","006.0605.01"
"TM06201-01","10","Eletrônica Digital","2","40","2403","10","10.00","8.00",,"9.00","AM","2010-06-12","Técnico em Mecatrônica","215/2008-CEE","5","010.0608.01"
"TT06102-05","6","Matemática Básica","1","40","3218","0","4.00","4.50",,"4.25","AB","0000-00-00","Técnico em Telecomunicações","191/2005-CEE","4","006.0605.01"
"TE06201-11","3","Matemática Aplicada","1","40","2347","7","4.00","9.75",,"6.88","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0603.01"
"TM06201-01","2","Eletricidade","1","40","2402","0","8.50","9.50",,"9.00","AM","2010-06-12","Técnico em Mecatrônica","215/2008-CEE","5","002.0603.01"
"TE06101-10","3","Matemática Aplicada","1","40","630","0","1.00","3.00","4.50","2.00","RC","2008-01-26","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-10","6","Matemática Básica","1","40","631","0","8.50","2.00","7.00","6.13","AP","2008-01-26","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TM06201-01","3","Matemática Aplicada","1","40","2401","0","6.90","5.90","8.60","7.50","AP","2010-06-12","Técnico em Mecatrônica","215/2008-CEE","5","003.0603.01"
"TE06201-11","1","Eletrônica Analógica","1","60","2345","22","1.00","0.00",,"0.50","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","001.0605.01"
"TE06101-12","3","Matemática Aplicada","1","40","644","9","8.00","0.00",,"4.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-12","6","Matemática Básica","1","40","645","9","0.00","6.00",,"3.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TM06201-01","1","Eletrônica Analógica","1","60","2399","4","10.00","9.50",,"9.75","AM","2010-06-12","Técnico em Mecatrônica","215/2008-CEE","5","001.0605.01"
"TT06102-01","6","Matemática Básica","1","40","3186","0","0.00","0.00",,"0.00","AB","0000-00-00","Técnico em Telecomunicações","191/2005-CEE","4","006.0605.01"
"TE06201-02","7","Informática","1","30","2245","0","0.00","0.00",,,"AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0605.01"
"TE06101-16","3","Matemática Aplicada","1","40","672","9","4.00","0.00",,"2.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-16","6","Matemática Básica","1","40","673","0","2.00","0.00",,"1.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TT06201-02","2","Eletricidade","1","40","2194","54","0.00","0.00",,,"AB","0000-00-00","Técnico em Telecomunicações","191/2005-CEE","4","002.0603.01"
"TE06201-02","4","Laboratório de Eletrônica Analógica","1","30","2244","28","0.00","0.00",,,"AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","004.0605.01"
"TE06101-17","3","Matemática Aplicada","1","40","679","33","2.00","0.00",,"1.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-17","6","Matemática Básica","1","40","680","0","2.00","3.00",,"2.50","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TT06201-05","2","Eletricidade","1","40","2227","9","8.50","5.50",,"7.00","AB","0000-00-00","Técnico em Telecomunicações","191/2005-CEE","4","002.0603.01"
"TE06101-18","3","Matemática Aplicada","1","40","686","9","10.00","5.00",,"7.50","AM","2009-03-16","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-18","6","Matemática Básica","1","40","687","10","7.00","8.00",,"7.50","AM","2009-03-16","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TE06201-08","1","Eletrônica Analógica","1","60","2312","4","4.00","10.00",,"7.00","AM","2011-10-17","Técnico em Eletrônica","157/2006-CEE","4","001.0605.01"
"TE06102-23","6","Matemática Básica","1","40","3184","0","5.50","8.50",,"7.00","AM","2009-10-15","Técnico em Eletrônica","157/2006-CEE","4","006.0605.01"
"TE06201-15","2","Eletricidade","1","40","2392","0","6.00","6.50","7.00","6.63","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","002.0603.01"
"TT06201-02","3","Matemática Aplicada","1","40","2193","14","0.00","0.00",,,"AB","0000-00-00","Técnico em Telecomunicações","191/2005-CEE","4","003.0603.01"
"TE06101-20","3","Matemática Aplicada","1","40","700","10","4.50","2.50","7.00","5.25","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-20","6","Matemática Básica","1","40","701","10","5.00","9.00",,"7.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TE06201-11","7","Informática","1","30","2344","0","0.00","0.00",,,"AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","007.0605.01"
"TE06201-15","3","Matemática Aplicada","1","40","2391","3","6.00","1.00","7.50","5.50","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0603.01"
"TE06102-23","23","Desenho Técnico","3","40","3038","3","6.10","4.00","9.00","7.03","AP","2009-10-15","Técnico em Eletrônica","157/2006-CEE","4","023.0608.01"
"TE06101-21","3","Matemática Aplicada","1","40","707","10","7.00","7.00",,"7.00","AM","2011-06-21","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-21","6","Matemática Básica","1","40","708","0","10.00","9.75",,"9.88","AM","2011-06-21","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TE06102-22","6","Matemática Básica","1","40","3182","0","0.00","0.00",,,"AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","006.0605.01"
"TE06201-15","1","Eletrônica Analógica","1","60","2389","10","7.25","7.25",,"7.25","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","001.0605.01"
"TE06201-11","4","Laboratório de Eletrônica Analógica","1","30","2343","28","0.00","0.00",,,"AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","004.0605.01"
"TE06101-23","3","Matemática Aplicada","1","40","721","10","5.00","2.50","5.50","4.63","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-23","6","Matemática Básica","1","40","722","0","6.00","8.00",,"7.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TE06201-03","2","Eletricidade","1","40","2260","10","8.50","5.50",,"7.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","002.0603.01"
"TE06101-24","3","Matemática Aplicada","1","40","728","10","8.50","7.00",,"7.75","AM","2008-01-24","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-24","6","Matemática Básica","1","40","729","0","8.00","10.00",,"9.00","AM","2008-01-24","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TE06201-15","4","Laboratório de Eletrônica Analógica","1","30","2387","7","9.00","10.00",,"9.50","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","004.0605.01"
"TE06101-25","3","Matemática Aplicada","1","40","735","10","3.00","0.00",,"1.50","RC","2010-03-18","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-25","6","Matemática Básica","1","40","736","3","3.00","6.00",,"4.50","RC","2010-03-18","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TT06201-05","3","Matemática Aplicada","1","40","2226","2","10.00","10.00",,"10.00","AB","0000-00-00","Técnico em Telecomunicações","191/2005-CEE","4","003.0603.01"
"TE06101-26","3","Matemática Aplicada","1","40","742","9","1.00","0.00",,"0.50","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-26","6","Matemática Básica","1","40","743","31","0.00","0.00",,"0.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TE06201-24","11","Laboratório de Eletrônica Digital","2","30","2209","7","7.00","10.00",,"8.50","AM","2010-07-26","Técnico em Eletrônica","157/2006-CEE","4","011.0608.01"
"TE06201-03","3","Matemática Aplicada","1","40","2259","5","8.50","9.50",,"9.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0603.01"
"TE06201-01","11","Laboratório de Eletrônica Digital","2","30","2242","0","10.00","10.00",,"10.00","AM","2007-11-23","Técnico em Eletrônica","157/2006-CEE","4","011.0608.01"
"TE06102-21","6","Matemática Básica","1","40","3180","0","8.00","9.50",,"8.75","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","006.0605.01"
"TE06101-28","3","Matemática Aplicada","1","40","756","15","0.00","0.00",,"0.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-28","6","Matemática Básica","1","40","757","12","5.00","0.00",,"2.50","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TE06101-29","3","Matemática Aplicada","1","40","763","9","3.00","3.40","7.00","5.10","AP","2009-03-12","Técnico em Eletrônica","157/2006-CEE","4","003.0601.01"
"TE06101-29","6","Matemática Básica","1","40","764","0","3.00","6.00","7.00","5.75","AP","2009-03-12","Técnico em Eletrônica","157/2006-CEE","4","006.0601.01"
"TE06201-08","4","Laboratório de Eletrônica Analógica","1","30","2310","0","8.00","10.00",,"9.00","AM","2011-10-17","Técnico em Eletrônica","157/2006-CEE","4","004.0605.01"
"TE06201-24","23","Desenho Técnico","3","40","2208","4","1.00","9.00","7.00","6.00","AP","2010-07-26","Técnico em Eletrônica","157/2006-CEE","4","023.0605.01"
"TE06201-14","2","Eletricidade","1","40","2381","10","7.00","4.50",,"5.75","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","002.0603.01"
"TT06201-02","1","Eletrônica Analógica","1","60","2191","0","0.00","0.00",,,"AB","0000-00-00","Técnico em Telecomunicações","191/2005-CEE","4","001.0605.01"
"TE06102-20","6","Matemática Básica","1","40","3178","0","7.00","7.00",,"7.00","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","006.0605.01"
"TE06201-14","3","Matemática Aplicada","1","40","2380","1","7.50","8.00",,"7.75","AB","0000-00-00","Técnico em Eletrônica","157/2006-CEE","4","003.0603.01"
"TT06101-01","3","Matemática Aplicada","1","40","791","9","3.00","0.00",,"1.50","AB","0000-00-00","Técnico em Telecomunicações","191/2005-CEE","4","003.0601.01"
